"active","birthDate","birthLocation","club","districtName","districtNum","educationLevel","email","firstLastName","firstName","id","lastFirstName","lastName","numberOfVotes","profession","secondName","voivodeship","inactiveCause","waiverDesc"
TRUE,"1969-04-30","Piła","Polska2050-TD","Piła",38,"średnie ogólne","Adam.Lubonski@sejm.pl","Adam Luboński","Adam",219,"Luboński Adam","Luboński",8724,"przedsiębiorca prywatny","Sławomir","wielkopolskie",NA,NA
TRUE,"1961-12-05","Trzebiatów","KO","Szczecin",41,"wyższe","Artur.Lacki@sejm.pl","Artur Jarosław Łącki","Artur",220,"Łącki Artur Jarosław","Łącki",6100,"prawnik","Jarosław","zachodniopomorskie",NA,NA
TRUE,"1983-01-01","Łomża","KO","Białystok",24,"wyższe","Alicja.Lepkowska-Golas@sejm.pl","Alicja Łepkowska-Gołaś","Alicja",221,"Łepkowska-Gołaś Alicja","Łepkowska-Gołaś",13511,"archiwista",NA,"podlaskie",NA,NA
TRUE,"1975-08-19","Warszawa","KO","Warszawa",19,"wyższe","Dorota.Loboda@sejm.pl","Dorota Łoboda","Dorota",222,"Łoboda Dorota","Łoboda",10510,"teatrolożka","Ewa","mazowieckie",NA,NA
TRUE,"1975-01-16","Włocławek","KO","Toruń",5,"wyższe","Krystian.Luczak@sejm.pl","Krystian Łuczak","Krystian",223,"Łuczak Krystian","Łuczak",16451,"archeolog","Marek","kujawsko-pomorskie",NA,NA
TRUE,"1991-02-09","Białystok","PiS","Białystok",24,"wyższe","Sebastian.Lukaszewicz@sejm.pl","Sebastian Łukaszewicz","Sebastian",224,"Łukaszewicz Sebastian","Łukaszewicz",11554,"pracownik administracji samorządowej",NA,"podlaskie",NA,NA
TRUE,"1960-08-29","Wrocław","PiS","Legnica",1,"wyższe","Marzena.Machalek@sejm.pl","Marzena Anna Machałek","Marzena",225,"Machałek Marzena Anna","Machałek",18363,"nauczyciel","Anna","dolnośląskie",NA,NA
TRUE,"1948-08-03","Warszawa","PiS","Piotrków Trybunalski",10,"wyższe","Antoni.Macierewicz@sejm.pl","Antoni Macierewicz","Antoni",226,"Macierewicz Antoni","Macierewicz",32496,"historyk",NA,"łódzkie",NA,NA
TRUE,"1964-11-02","Ostrów Wielkopolski","PiS","Kalisz",36,"wyższe","Marlena.Malag@sejm.pl","Marlena Magdalena Maląg","Marlena",227,"Maląg Marlena Magdalena","Maląg",109870,"parlamentarzysta","Magdalena","wielkopolskie",NA,NA
TRUE,"1961-01-11","Sosnowiec","PiS","Katowice",32,"wyższe","Ewa.Malik@sejm.pl","Ewa Malik","Ewa",228,"Malik Ewa","Malik",39498,"inżynier metalurg","Danuta","śląskie",NA,NA
TRUE,"1968-02-28","Warszawa","PSL-TD","Radom",17,"wyższe","Miroslaw.Maliszewski@sejm.pl","Mirosław Maliszewski","Mirosław",229,"Maliszewski Mirosław","Maliszewski",17857,"pracownik administracji samorządowej","Wojciech","mazowieckie",NA,NA
TRUE,"1974-10-09","Warszawa","PiS","Płock",16,"wyższe","Maciej.Malecki@sejm.pl","Maciej Małecki","Maciej",230,"Małecki Maciej","Małecki",33696,"historyk",NA,"mazowieckie",NA,NA
TRUE,"1986-01-18","Szczecin","KO","Szczecin",41,"wyższe","Arkadiusz.Marchewka@sejm.pl","Arkadiusz Marchewka","Arkadiusz",231,"Marchewka Arkadiusz","Marchewka",33222,"nauczyciel akademicki",NA,"zachodniopomorskie",NA,NA
TRUE,"1978-12-15","Zakopane","KO","Kraków",13,"wyższe","Jagna.Marczulajtis-Walczak@sejm.pl","Jagna Marczułajtis-Walczak","Jagna",232,"Marczułajtis-Walczak Jagna","Marczułajtis-Walczak",35573,"nauczyciel, trener","Kinga","małopolskie",NA,NA
TRUE,"1973-12-28","Krzeszowice","KO","Kraków",13,"wyższe","Dorota.Marek@sejm.pl","Dorota Marek","Dorota",233,"Marek Dorota","Marek",14141,"przedsiębiorca prywatny",NA,"małopolskie",NA,NA
TRUE,"1989-02-06","Szczecin","PiS","Szczecin",41,"wyższe","Dariusz.Matecki@sejm.pl","Dariusz Matecki","Dariusz",234,"Matecki Dariusz","Matecki",14974,"prawnik","Piotr","zachodniopomorskie",NA,NA
TRUE,"1956-03-25","Zielona Góra","PiS","Zielona Góra",8,"wyższe","Jerzy.Materna@sejm.pl","Jerzy Materna","Jerzy",235,"Materna Jerzy","Materna",17470,"inżynier budownictwa","Marian","lubuskie",NA,NA
TRUE,"1961-02-24","Jaworzno","PiS","Bielsko-Biała",30,"wyższe","Grzegorz.Matusiak@sejm.pl","Grzegorz Matusiak","Grzegorz",236,"Matusiak Grzegorz","Matusiak",12690,"parlamentarzysta",NA,"śląskie",NA,NA
TRUE,"1975-06-29","Gorlice","KO","Kraków",13,"wyższe","Katarzyna.Matusik-Lipiec@sejm.pl","Katarzyna Matusik-Lipiec","Katarzyna",237,"Matusik-Lipiec Katarzyna","Matusik-Lipiec",9261,"menedżer","Irena","małopolskie",NA,NA
TRUE,"1959-08-14","Zgierz","PiS","Sieradz",11,"średnie zawodowe","Marek.Matuszewski@sejm.pl","Marek Matuszewski","Marek",238,"Matuszewski Marek","Matuszewski",17412,"parlamentarzysta",NA,"łódzkie",NA,NA
TRUE,"1984-10-02","Kutno","Lewica","Sieradz",11,"wyższe","Paulina.Matysiak@sejm.pl","Paulina Matysiak","Paulina",239,"Matysiak Paulina","Matysiak",17695,"filolog",NA,"łódzkie",NA,NA
TRUE,"1991-05-15","Zielona Góra","PiS","Zielona Góra",8,"wyższe","Lukasz.Mejza@sejm.pl","Łukasz Mejza","Łukasz",240,"Mejza Łukasz","Mejza",10162,"przedsiębiorca prywatny",NA,"lubuskie",NA,NA
TRUE,"1986-11-20","Toruń","Konfederacja","Warszawa",19,"wyższe","Slawomir.Mentzen@sejm.pl","Sławomir Mentzen","Sławomir",241,"Mentzen Sławomir","Mentzen",101269,"doradca podatkowy","Jerzy","mazowieckie",NA,NA
TRUE,"1958-07-18","Radomsko","PiS","Piotrków Trybunalski",10,"wyższe","Anna.Milczanowska@sejm.pl","Anna Milczanowska","Anna",242,"Milczanowska Anna","Milczanowska",22595,"pracownik administracji samorządowej","Maria","łódzkie",NA,NA
TRUE,"1989-11-22","Chicago (Usa)","PiS","Siedlce",18,"wyższe","Daniel.Milewski@sejm.pl","Daniel Milewski","Daniel",243,"Milewski Daniel","Milewski",44145,"nauczyciel akademicki, parlamentarzysta, polityk, prawnik","George","mazowieckie",NA,NA
FALSE,"1954-07-16","Kielce","KO","Opole",21,"wyższe","Rajmund.Miller@sejm.pl","Rajmund Miller","Rajmund",244,"Miller Rajmund","Miller",11835,"lekarz","Tadeusz","opolskie","Zgon","Zmarł"
TRUE,"1980-08-07","Kraków","KO","Kraków",13,"wyższe","Aleksander.Miszalski@sejm.pl","Aleksander Miszalski","Aleksander",245,"Miszalski Aleksander","Miszalski",29414,"przedsiębiorca prywatny","Jan","małopolskie",NA,NA
TRUE,"1968-06-20","Wrocław","PiS","Katowice",31,"wyższe","Mateusz.Morawiecki@sejm.pl","Mateusz Morawiecki","Mateusz",246,"Morawiecki Mateusz","Morawiecki",117064,"polityk","Jakub","śląskie",NA,NA
TRUE,"1956-12-19","Lubin","PiS","Kalisz",36,"wyższe","Jan.Mosinski@sejm.pl","Jan Mosiński","Jan",247,"Mosiński Jan","Mosiński",7321,"politolog",NA,"wielkopolskie",NA,NA
TRUE,"1994-05-06","Janów Lubelski","PiS","Lublin",6,"wyższe","Michal.Moskal@sejm.pl","Michał Moskal","Michał",248,"Moskal Michał","Moskal",21958,"prawnik",NA,"lubelskie",NA,NA
TRUE,"1964-07-20","Kałuszyn","KO","Siedlce",18,"wyższe","Czeslaw.Mroczek@sejm.pl","Czesław Mroczek","Czesław",249,"Mroczek Czesław","Mroczek",11648,"prawnik",NA,"mazowieckie",NA,NA
TRUE,"1953-12-09","Chojnice","PiS","Słupsk",26,"wyższe","Aleksander.Mrowczynski@sejm.pl","Aleksander Mikołaj Mrówczyński","Aleksander",250,"Mrówczyński Aleksander Mikołaj","Mrówczyński",15125,"parlamentarzysta","Mikołaj","pomorskie",NA,NA
TRUE,"1959-05-20","Wałbrzych","KO","Wałbrzych",2,"wyższe","Izabela.Mrzyglocka@sejm.pl","Izabela Katarzyna Mrzygłocka","Izabela",251,"Mrzygłocka Izabela Katarzyna","Mrzygłocka",14470,"ekonomista","Katarzyna","dolnośląskie",NA,NA
TRUE,"1976-04-12","Płońsk","Polska2050-TD","Lublin",6,"wyższe","Joanna.Mucha@sejm.pl","Joanna Mucha","Joanna",252,"Mucha Joanna","Mucha",32563,"nauczyciel akademicki",NA,"lubelskie",NA,NA
TRUE,"1971-02-04","Racibórz","PiS","Nowy Sącz",14,"wyższe","Arkadiusz.Mularczyk@sejm.pl","Arkadiusz Mularczyk","Arkadiusz",253,"Mularczyk Arkadiusz","Mularczyk",62758,"adwokat",NA,"małopolskie",NA,NA
TRUE,"1985-06-24","Siedlce","Konfederacja","Siedlce",18,"wyższe","Krzysztof.Mulawa@sejm.pl","Krzysztof Mulawa","Krzysztof",254,"Mulawa Krzysztof","Mulawa",14043,"ekspert ds. kontrolingu",NA,"mazowieckie",NA,NA
TRUE,"1989-05-02","Słupsk","PiS","Słupsk",26,"wyższe","Piotr.Muller@sejm.pl","Piotr Müller","Piotr",255,"Müller Piotr","Müller",72813,"prawnik, urzędnik państwowy","Józef","pomorskie",NA,NA
TRUE,"1984-02-01","Toruń","KO","Toruń",5,"wyższe","Arkadiusz.Myrcha@sejm.pl","Arkadiusz Myrcha","Arkadiusz",256,"Myrcha Arkadiusz","Myrcha",64452,"radca prawny",NA,"kujawsko-pomorskie",NA,NA
TRUE,"1974-03-18","Szczecin","KO","Szczecin",41,"wyższe","Grzegorz.Napieralski@sejm.pl","Grzegorz Bernard Napieralski","Grzegorz",257,"Napieralski Grzegorz Bernard","Napieralski",7239,"politolog","Bernard","zachodniopomorskie",NA,NA
TRUE,"1964-08-20","Oświęcim","KO","Kraków",12,"wyższe","Dorota.Niedziela@sejm.pl","Dorota Niedziela","Dorota",258,"Niedziela Dorota","Niedziela",28783,"lekarz weterynarii",NA,"małopolskie",NA,NA
TRUE,"1975-06-13","Suwałki","KO","Białystok",24,"wyższe","Jacek.Niedzwiedzki@sejm.pl","Jacek Niedźwiedzki","Jacek",259,"Niedźwiedzki Jacek","Niedźwiedzki",9063,"specjalista ds. zarządzania",NA,"podlaskie",NA,NA
TRUE,"1969-10-25","Łódź","KO","Łódź",9,"wyższe","Malgorzata.Niemczyk@sejm.pl","Małgorzata Niemczyk","Małgorzata",260,"Niemczyk Małgorzata","Niemczyk",20959,"ekonomista, nauczyciel, trener","Barbara","łódzkie",NA,NA
TRUE,"1991-02-26","Kłobuck","KO","Wrocław",3,"wyższe","Jolanta.Niezgodzka@sejm.pl","Jolanta Niezgodzka","Jolanta",261,"Niezgodzka Jolanta","Niezgodzka",7262,NA,"Magdalena","dolnośląskie",NA,NA
TRUE,"1973-04-26","Połczyn-Zdrój","KO","Szczecin",41,"wyższe","Slawomir.Nitras@sejm.pl","Sławomir Nitras","Sławomir",262,"Nitras Sławomir","Nitras",90720,"parlamentarzysta",NA,"zachodniopomorskie",NA,NA
TRUE,"1975-05-10","Warszawa","KO","Słupsk",26,"wyższe","Barbara.Nowacka@sejm.pl","Barbara Nowacka","Barbara",263,"Nowacka Barbara","Nowacka",139524,"informatyk","Anna","pomorskie",NA,NA
TRUE,"1987-07-07","Nowa Sól","Polska2050-TD","Zielona Góra",8,"wyższe","Maja.Nowak@sejm.pl","Maja Ewa Nowak","Maja",264,"Nowak Maja Ewa","Nowak",25109,"pedagog","Ewa","lubuskie",NA,NA
TRUE,"1956-12-22","Kwidzyn","KO","Konin",37,"wyższe","Tomasz.Nowak@sejm.pl","Tomasz Piotr Nowak","Tomasz",265,"Nowak Tomasz Piotr","Nowak",15495,"przedsiębiorca prywatny","Piotr","wielkopolskie",NA,NA
TRUE,"1956-11-21","Lublin","Lewica","Katowice",29,"wyższe","Wanda.Nowicka@sejm.pl","Wanda Nowicka","Wanda",266,"Nowicka Wanda","Nowicka",16882,"filolożka","Hanna","śląskie",NA,NA
TRUE,"1978-09-29","Limanowa","PSL-TD","Nowy Sącz",14,"wyższe","Urszula.Nowogorska@sejm.pl","Urszula Nowogórska","Urszula",267,"Nowogórska Urszula","Nowogórska",24388,"pielęgniarka, pracownik administracji samorządowej","Teresa","małopolskie",NA,NA
TRUE,"1953-09-23","Wańkowa","KO","Bielsko-Biała",27,"wyższe","Miroslawa.Nykiel@sejm.pl","Mirosława Nykiel","Mirosława",268,"Nykiel Mirosława","Nykiel",49436,"menedżer, przedsiębiorca prywatny",NA,"śląskie",NA,NA
TRUE,"1984-10-21","Opole","PiS","Opole",21,"wyższe","Marcin.Ociepa@sejm.pl","Marcin Ociepa","Marcin",269,"Ociepa Marcin","Ociepa",40418,"nauczyciel akademicki","Michał","opolskie",NA,NA
TRUE,"1972-05-20","Skarżysko-Kamienna","KO","Kielce",33,"wyższe","Marzena.Okla-Drewnowicz@sejm.pl","Marzena Okła-Drewnowicz","Marzena",270,"Okła-Drewnowicz Marzena","Okła-Drewnowicz",64990,"urzędnik samorządowy",NA,"świętokrzyskie",NA,NA
TRUE,"1973-12-04","Siemiatycze","Polska2050-TD","Białystok",24,"wyższe","Barbara.Okula@sejm.pl","Barbara Okuła","Barbara",271,"Okuła Barbara","Okuła",3482,"ekonomista",NA,"podlaskie",NA,NA
TRUE,"1977-01-07","Kalisz","Polska2050-TD","Kalisz",36,"wyższe","Barbara.Oliwiecka@sejm.pl","Barbara Oliwiecka","Barbara",272,"Oliwiecka Barbara","Oliwiecka",12214,"menedżer, trener kadry menedżerskiej","Anna","wielkopolskie",NA,NA
TRUE,"1988-01-13","Siedlce","Lewica","Warszawa",19,"wyższe","Dorota.Olko@sejm.pl","Dorota Olko","Dorota",273,"Olko Dorota","Olko",44188,"socjolog","Zofia","mazowieckie",NA,NA
TRUE,"1979-12-11","Bydgoszcz","KO","Bydgoszcz",4,"wyższe","Pawel.Olszewski@sejm.pl","Paweł Olszewski","Paweł",274,"Olszewski Paweł","Olszewski",35289,"ekonomista","Bartosz","kujawsko-pomorskie",NA,NA
TRUE,"1986-07-21","Warszawa","PSL-TD","Płock",16,"wyższe","Miroslaw.Orlinski@sejm.pl","Mirosław Adam Orliński","Mirosław",275,"Orliński Mirosław Adam","Orliński",9066,"prawnik","Adam","mazowieckie",NA,NA
TRUE,"1977-06-17","Mikołów","Polska2050-TD","Bielsko-Biała",30,"wyższe","Lukasz.Osmalak@sejm.pl","Łukasz Osmalak","Łukasz",276,"Osmalak Łukasz","Osmalak",19616,"inżynier informatyk","Tomasz","śląskie",NA,NA
TRUE,"1980-11-17","Świebodzin","KO","Zielona Góra",8,"wyższe","Katarzyna.Osos@sejm.pl","Katarzyna Osos","Katarzyna",277,"Osos Katarzyna","Osos",11832,"radca prawny",NA,"lubuskie",NA,NA
TRUE,"1958-08-28","Olkusz","PiS","Kraków",13,"wyższe","Jacek.Osuch@sejm.pl","Jacek Osuch","Jacek",278,"Osuch Jacek","Osuch",10386,"inżynier mechanik","Piotr","małopolskie",NA,NA
TRUE,"1991-09-22","Warszawa","PiS","Płock",16,"wyższe","Jacek.Ozdoba@sejm.pl","Jacek Ozdoba","Jacek",279,"Ozdoba Jacek","Ozdoba",19637,"prawnik","Dawid","mazowieckie",NA,NA
TRUE,"1956-12-28","Lubaczów","PiS","Krosno",22,"wyższe","Teresa.Pamula@sejm.pl","Teresa Pamuła","Teresa",280,"Pamuła Teresa","Pamuła",15273,"inżynier ogrodnik",NA,"podkarpackie",NA,NA
TRUE,"1977-02-13","Starogard Gdański","KO","Olsztyn",35,"wyższe","Pawel.Papke@sejm.pl","Paweł Papke","Paweł",281,"Papke Paweł","Papke",27023,"pedagog",NA,"warmińsko-mazurskie",NA,NA
TRUE,"1977-01-28","Biskupiec","PSL-TD","Olsztyn",35,"wyższe","Urszula.Paslawska@sejm.pl","Urszula Pasławska","Urszula",282,"Pasławska Urszula","Pasławska",26992,"prawnik","Stefania","warmińsko-mazurskie",NA,NA
TRUE,"1979-04-10","Poznań","PSL-TD","Piła",38,"wyższe","Krzysztof.Paszyk@sejm.pl","Krzysztof Paszyk","Krzysztof",283,"Paszyk Krzysztof","Paszyk",27642,"prawnik","Michał","wielkopolskie",NA,NA
TRUE,"1976-06-25","Godziesze Wielkie","KO","Kalisz",36,"wyższe","Karolina.Pawliczak@sejm.pl","Karolina Pawliczak","Karolina",284,"Pawliczak Karolina","Pawliczak",21819,"prawnik","Monika","wielkopolskie",NA,NA
TRUE,"1985-04-04","Świdnik","Konfederacja","Lublin",6,"wyższe","Bartlomiej.Pejo@sejm.pl","Bartłomiej Pejo","Bartłomiej",285,"Pejo Bartłomiej","Pejo",26037,"inżynier, menedżer","Artur","lubelskie",NA,NA
TRUE,"1972-07-06","Wrocław","Polska2050-TD","Warszawa",19,"wyższe","Ryszard.Petru@sejm.pl","Ryszard Petru","Ryszard",286,"Petru Ryszard","Petru",24192,"doradca finansowy","Jerzy","mazowieckie",NA,NA
TRUE,"1961-06-10","Kocierz Rydzwałdzki","KO","Bielsko-Biała",27,"wyższe","Malgorzata.Pepek@sejm.pl","Małgorzata Pępek","Małgorzata",287,"Pępek Małgorzata","Pępek",22184,"ekonomista","Anna","śląskie",NA,NA
TRUE,"1954-09-19","Rybnik","PiS","Bielsko-Biała",30,"wyższe","Boleslaw.Piecha@sejm.pl","Bolesław Piecha","Bolesław",288,"Piecha Bolesław","Piecha",32427,"lekarz","Grzegorz","śląskie",NA,NA
TRUE,"1963-09-14","Piła","PiS","Piła",38,"wyższe","Grzegorz.Piechowiak@sejm.pl","Grzegorz Piechowiak","Grzegorz",289,"Piechowiak Grzegorz","Piechowiak",13122,"nadzorca sądowy, syndyk, zarządca nieruchomości",NA,"wielkopolskie",NA,NA
TRUE,"1977-02-15","Tuchów","PiS","Tarnów",15,"wyższe","Anna.Pieczarka@sejm.pl","Anna Pieczarka","Anna",290,"Pieczarka Anna","Pieczarka",71199,"polityk, pracownik administracji samorządowej","Maria","małopolskie",NA,NA
TRUE,"1967-09-23","Warszawa","KO","Warszawa",19,"wyższe","Katarzyna.Piekarska@sejm.pl","Katarzyna Maria Piekarska","Katarzyna",291,"Piekarska Katarzyna Maria","Piekarska",8748,"radca prawny","Maria","mazowieckie",NA,NA
TRUE,"1973-12-17","Mława","Polska2050-TD","Bydgoszcz",4,"wyższe","Norbert.Pietrykowski@sejm.pl","Norbert Pietrykowski","Norbert",292,"Pietrykowski Norbert","Pietrykowski",27596,"analityk medyczny","jerzy","kujawsko-pomorskie",NA,NA
TRUE,"1960-03-24","Bilcza","KO","Kielce",33,"wyższe","Lucjan.Pietrzczyk@sejm.pl","Lucjan Marek Pietrzczyk","Lucjan",293,"Pietrzczyk Lucjan Marek","Pietrzczyk",5826,"nauczyciel","Marek","świętokrzyskie",NA,NA
TRUE,"1964-12-17","Sielc","PiS","Białystok",24,"wyższe","Dariusz.Piontkowski@sejm.pl","Dariusz Piontkowski","Dariusz",294,"Piontkowski Dariusz","Piontkowski",22147,"nauczyciel",NA,"podlaskie",NA,NA
TRUE,"1958-05-03","Domatowo","KO","Słupsk",26,"wyższe","Kazimierz.Plocke@sejm.pl","Kazimierz Plocke","Kazimierz",295,"Plocke Kazimierz","Plocke",8154,"inżynier rolnik","Florian","pomorskie",NA,NA
TRUE,"1978-05-13","Tarnowskie Góry","Konfederacja","Katowice",31,"wyższe","Grzegorz.Placzek@sejm.pl","Grzegorz Adam Płaczek","Grzegorz",296,"Płaczek Grzegorz Adam","Płaczek",18648,"nauczyciel, przedsiębiorca prywatny","Adam","śląskie",NA,NA
TRUE,"1989-05-10","Gdańsk","PiS","Gdańsk",25,"wyższe","Kacper.Plazynski@sejm.pl","Kacper Płażyński","Kacper",297,"Płażyński Kacper","Płażyński",100445,"adwokat","Maciej","pomorskie",NA,NA
TRUE,"1985-09-22","Bolesławiec","PiS","Legnica",1,"wyższe","Szymon.Pogoda@sejm.pl","Szymon Pogoda","Szymon",298,"Pogoda Szymon","Pogoda",10117,"menedżer","Marek","dolnośląskie",NA,NA
TRUE,"1961-08-24","Piekary Śląskie","PiS","Katowice",31,"wyższe","Jerzy.Polaczek@sejm.pl","Jerzy Polaczek","Jerzy",299,"Polaczek Jerzy","Polaczek",5996,"prawnik","Jan","śląskie",NA,NA
TRUE,"1959-09-06","Przemków","KO","Zielona Góra",8,"wyższe","Elzbieta.Polak@sejm.pl","Elżbieta Anna Polak","Elżbieta",300,"Polak Elżbieta Anna","Polak",78475,"administratywista","Anna","lubuskie",NA,NA
TRUE,"1961-01-20","Grabinka","PiS","Sieradz",11,"wyższe","Piotr.Polak@sejm.pl","Piotr Polak","Piotr",301,"Polak Piotr","Polak",23845,"inżynier mechanizacji rolnictwa",NA,"łódzkie",NA,NA
TRUE,"1980-01-08","Gdynia","KO","Gdańsk",25,"wyższe","Agnieszka.Pomaska@sejm.pl","Agnieszka Pomaska","Agnieszka",302,"Pomaska Agnieszka","Pomaska",83590,"politolog","Dominika","pomorskie",NA,NA
TRUE,"1984-07-20","Kielce","PiS","Piła",38,"wyższe","Marcin.Porzucek@sejm.pl","Marcin Porzucek","Marcin",303,"Porzucek Marcin","Porzucek",28293,"politolog","Bartosz","wielkopolskie",NA,NA
TRUE,"1964-01-15","Lidzbark Warmiński","KO","Elbląg",34,"wyższe","Jacek.Protas@sejm.pl","Jacek Protas","Jacek",304,"Protas Jacek","Protas",35745,"nauczyciel, trener",NA,"warmińsko-mazurskie",NA,NA
TRUE,"1985-06-26","Wieluń","PiS","Sieradz",11,"wyższe","Marcin.Przydacz@sejm.pl","Marcin Przydacz","Marcin",305,"Przydacz Marcin","Przydacz",30423,"adwokat","Paweł","łódzkie",NA,NA
TRUE,"1982-07-13","Bielsko-Biała","PiS","Bielsko-Biała",27,"wyższe","Grzegorz.Puda@sejm.pl","Grzegorz Puda","Grzegorz",306,"Puda Grzegorz","Puda",33728,"menedżer marketingu","Paweł","śląskie",NA,NA
TRUE,"1975-06-07","Poznań","PSL-TD","Konin",37,"wyższe","Michal.Pyrzyk@sejm.pl","Michał Pyrzyk","Michał",307,"Pyrzyk Michał","Pyrzyk",10304,"prawnik",NA,"wielkopolskie",NA,NA
TRUE,"1973-06-29","Szczecinek","KO","Koszalin",40,"wyższe","Renata.Rak@sejm.pl","Renata Rak","Renata",308,"Rak Renata","Rak",9170,"nauczyciel","Urszula","zachodniopomorskie",NA,NA
TRUE,"1972-09-30","Proszowice","PSL-TD","Kraków",13,"wyższe","Ireneusz.Ras@sejm.pl","Ireneusz Raś","Ireneusz",309,"Raś Ireneusz","Raś",27518,"urzędnik samorządowy",NA,"małopolskie",NA,NA
TRUE,"1955-02-03","Łódź","PiS","Łódź",9,"wyższe","Zbigniew.Rau@sejm.pl","Zbigniew Rau","Zbigniew",310,"Rau Zbigniew","Rau",32387,"nauczyciel akademicki","Włodzimierz","łódzkie",NA,NA
TRUE,"1976-01-20","Skrwilno","PiS","Chełm",7,"wyższe","Marcin.Romanowski@sejm.pl","Marcin Romanowski","Marcin",311,"Romanowski Marcin","Romanowski",17318,"nauczyciel akademicki, prawnik",NA,"lubelskie",NA,NA
TRUE,"1988-06-14","Lesko","Polska2050-TD","Krosno",22,"wyższe","Bartosz.Romowicz@sejm.pl","Bartosz Romowicz","Bartosz",312,"Romowicz Bartosz","Romowicz",21527,"prawnik",NA,"podkarpackie",NA,NA
TRUE,"1986-04-24","Czeladź","KO","Katowice",31,"wyższe","Monika.Rosa@sejm.pl","Monika Rosa","Monika",313,"Rosa Monika","Rosa",44857,"politolog","Anna","śląskie",NA,NA
TRUE,"1968-06-26","Biłgoraj","PSL-TD","Chełm",7,"wyższe","Wieslaw.Rozynski@sejm.pl","Wiesław Różyński","Wiesław",314,"Różyński Wiesław","Różyński",17237,"pracownik administracji samorządowej","Marian","lubelskie",NA,NA
TRUE,"1966-09-11","Kraków","PiS","Tarnów",15,"wyższe","Urszula.Rusecka@sejm.pl","Urszula Rusecka","Urszula",315,"Rusecka Urszula","Rusecka",17080,"ekonomista, pracownik samorządowy","Beata","małopolskie",NA,NA
FALSE,"1983-02-28","Leszno","KO","Kalisz",36,"wyższe","Grzegorz.Rusiecki@sejm.pl","Grzegorz Rusiecki","Grzegorz",316,"Rusiecki Grzegorz","Rusiecki",22410,"prawnik","Stanisław","wielkopolskie","Zrzeczenie","Wybrany na funkcję Prezydenta Miasta Leszna"
TRUE,"1978-12-03","Szamotuły","KO","Piła",38,"wyższe","Jakub.Rutnicki@sejm.pl","Jakub Rutnicki","Jakub",317,"Rutnicki Jakub","Rutnicki",67069,"politolog","Adam","wielkopolskie",NA,NA
TRUE,"1986-12-16","Wieluń","PiS","Sieradz",11,"wyższe","Pawel.Rychlik@sejm.pl","Paweł Rychlik","Paweł",318,"Rychlik Paweł","Rychlik",27361,"farmaceuta","Piotr","łódzkie",NA,NA
TRUE,"1957-10-04","Rzeszów","KO","Krosno",22,"wyższe","Marek.Rzasa@sejm.pl","Marek Rząsa","Marek",319,"Rząsa Marek","Rząsa",13510,"nauczyciel","Zdzisław","podkarpackie",NA,NA
TRUE,"1972-08-22","Szamotuły","PSL-TD","Szczecin",41,"wyższe","Jaroslaw.Rzepa@sejm.pl","Jarosław Rzepa","Jarosław",320,"Rzepa Jarosław","Rzepa",21309,"inżynier ogrodnik","Michał","zachodniopomorskie",NA,NA
TRUE,"1971-10-08","Lublin","Kukiz15","Chełm",7,"wyższe","Jaroslaw.Sachajko@sejm.pl","Jarosław Sachajko","Jarosław",321,"Sachajko Jarosław","Sachajko",33727,"przedsiębiorca prywatny",NA,"lubelskie",NA,NA
TRUE,"1975-06-29","Skierniewice","PiS","Piotrków Trybunalski",10,"wyższe","Pawel.Salek@sejm.pl","Paweł Sałek","Paweł",322,"Sałek Paweł","Sałek",15200,"inżynier mechanik, urzędnik państwowy",NA,"łódzkie",NA,NA
TRUE,"1969-03-27","Jaworzno","KO","Katowice",32,"wyższe","Wojciech.Saluga@sejm.pl","Wojciech Saługa","Wojciech",323,"Saługa Wojciech","Saługa",28781,"ekonomista","Paweł","śląskie",NA,NA
TRUE,"1945-08-08","Gańczary K. Lwowa","PSL-TD","Legnica",1,"wyższe","Tadeusz.Samborski@sejm.pl","Tadeusz Samborski","Tadeusz",324,"Samborski Tadeusz","Samborski",16120,"historyk",NA,"dolnośląskie",NA,NA
TRUE,"1969-11-06","Warszawa","PiS","Białystok",24,"wyższe","Jacek.Sasin@sejm.pl","Jacek Sasin","Jacek",325,"Sasin Jacek","Sasin",59490,"urzędnik państwowy","Robert","podlaskie",NA,NA
TRUE,"1958-04-08","Sawice","PSL-TD","Siedlce",18,"wyższe","Marek.Sawicki@sejm.pl","Marek Sawicki","Marek",326,"Sawicki Marek","Sawicki",25534,"rolnik","Wacław","mazowieckie",NA,NA
TRUE,"1968-09-13","Poznań","Polska2050-TD","Poznań",39,"wyższe","Ewa.Schadler@sejm.pl","Ewa Schädler","Ewa",327,"Schädler Ewa","Schädler",33815,"przedsiębiorca prywatny","Katarzyna","wielkopolskie",NA,NA
TRUE,"1972-02-08","Toruń","Lewica","Toruń",5,"wyższe","Joanna.Scheuring-Wielgus@sejm.pl","Joanna Scheuring-Wielgus","Joanna",328,"Scheuring-Wielgus Joanna","Scheuring-Wielgus",35193,"socjolog","Izabela","kujawsko-pomorskie",NA,NA
TRUE,"1978-11-11","Jarosław","PiS","Krosno",22,"wyższe","Anna.Schmidt@sejm.pl","Anna Schmidt","Anna",329,"Schmidt Anna","Schmidt",28692,"socjolog","Katarzyna","podkarpackie",NA,NA
